group,matrix_count,diversity_label,categorical_diversity_score,mixed_attribute_count_dominant_share_lt_0_90,distinct_kinds,dimension_log10_span,nnz_log10_span,nentries_log10_span,matrices_with_explicit_zeros,explicit_zero_count_total,nrows_min,nrows_median,nrows_max,ncols_min,ncols_median,ncols_max,nnz_min,nnz_median,nnz_max,nentries_min,nentries_median,nentries_max,pattern_symmetry_min,pattern_symmetry_median,pattern_symmetry_max,numerical_symmetry_min,numerical_symmetry_median,numerical_symmetry_max,shape_counts,dominant_shape,dominant_shape_share,structure_counts,dominant_structure,dominant_structure_share,entry_type_counts,dominant_entry_type,dominant_entry_type_share,exact_symmetry_counts,dominant_exact_symmetry,dominant_exact_symmetry_share,positive_definite_counts,dominant_positive_definite,dominant_positive_definite_share,kind_counts,dominant_kind,dominant_kind_share,structural_full_rank_counts,dominant_structural_full_rank,dominant_structural_full_rank_share,is_2d3d_counts,dominant_is_2d3d,dominant_is_2d3d_share,cholesky_candidate_counts,dominant_cholesky_candidate,dominant_cholesky_candidate_share,size_band_counts,dominant_size_band,dominant_size_band_share,smallest_nrows_matrices,largest_nrows_matrices,smallest_ncols_matrices,largest_ncols_matrices,smallest_nnz_matrices,largest_nnz_matrices,smallest_nentries_matrices,largest_nentries_matrices
TKK,12,categorically_heterogeneous,0.222222,5,2,2.049179,2.186313,2.186313,1,3602,1282,13681,143571,1282,13681,143571,30644,695378,4706073,30644,695378,4706073,1.0,1,1.0,0.6937221589143272,1,1.0,square:12,square,1.0,symmetric:10; unsymmetric:2,symmetric,0.833333,binary:3; integer:4; real:5,real,0.416667,exact_numerical_or_hermitian:10; pattern_symmetric_only:2,exact_numerical_or_hermitian,0.833333,no:9; yes:3,no,0.75,structural problem:10; structural problem sequence:2,structural problem,0.833333,true:12,true,1.0,yes:12,yes,1.0,no:2; yes:10,yes,0.833333,100k_to_1m:1; 10k_to_100k:6; 1k_to_10k:5,10k_to_100k,0.5,TKK/plbuckle=1282,TKK/engine=143571,TKK/plbuckle=1282,TKK/engine=143571,TKK/plbuckle=30644,TKK/engine=4706073,TKK/plbuckle=30644,TKK/engine=4706073
TOKAMAK,4,small_group_lt5,0.0,0,1,1.296665,1.424462,1.424462,0,0,300,2380,5940,300,2380,5940,3155,31860,83842,3155,31860,83842,0.4651488616462347,0.5239919806861203,0.5290493183743677,0.0,0,0.0,square:4,square,1.0,unsymmetric:4,unsymmetric,1.0,real:4,real,1.0,partially_pattern_symmetric:4,partially_pattern_symmetric,1.0,no:4,no,1.0,electromagnetics problem:4,electromagnetics problem,1.0,true:4,true,1.0,yes:4,yes,1.0,no:4,no,1.0,1k_to_10k:3; lt_1k:1,1k_to_10k,0.75,TOKAMAK/utm300=300,TOKAMAK/utm5940=5940,TOKAMAK/utm300=300,TOKAMAK/utm5940=5940,TOKAMAK/utm300=3155,TOKAMAK/utm5940=83842,TOKAMAK/utm300=3155,TOKAMAK/utm5940=83842
TSOPF,27,mixed_some_attributes,0.148148,2,1,1.690088,2.810246,2.810246,0,0,2454,29214,120216,2454,29214,120216,25032,1977600,16171169,25032,1977600,16171169,0.002485718029041526,0.05962284731399325,1.0,8.236061201778597e-05,0.0008133934303355415,1.0,square:27,square,1.0,symmetric:12; unsymmetric:15,unsymmetric,0.555556,real:27,real,1.0,exact_numerical_or_hermitian:12; partially_pattern_symmetric:15,partially_pattern_symmetric,0.555556,no:27,no,1.0,power network problem:27,power network problem,1.0,true:27,true,1.0,no:27,no,1.0,no:27,no,1.0,100k_to_1m:1; 10k_to_100k:23; 1k_to_10k:3,10k_to_100k,0.851852,TSOPF/TSOPF_FS_b9_c1=2454,TSOPF/TSOPF_FS_b39_c30=120216,TSOPF/TSOPF_FS_b9_c1=2454,TSOPF/TSOPF_FS_b39_c30=120216,TSOPF/TSOPF_FS_b9_c1=25032,TSOPF/TSOPF_RS_b2383=16171169; TSOPF/TSOPF_RS_b2383_c1=16171169,TSOPF/TSOPF_FS_b9_c1=25032,TSOPF/TSOPF_RS_b2383=16171169; TSOPF/TSOPF_RS_b2383_c1=16171169
Toledo,1,small_group_lt5,0.0,0,1,0.0,0.0,0.0,0,0,68600,68600,68600,21961,21961,21961,247424,247424,247424,247424,247424,247424,0.0,0,0.0,0.0,0,0.0,rectangular:1,rectangular,1.0,rectangular:1,rectangular,1.0,real:1,real,1.0,rectangular:1,rectangular,1.0,no:1,no,1.0,counter-example problem:1,counter-example problem,1.0,true:1,true,1.0,no:1,no,1.0,no:1,no,1.0,10k_to_100k:1,10k_to_100k,1.0,Toledo/deltaX=68600,Toledo/deltaX=68600,Toledo/deltaX=21961,Toledo/deltaX=21961,Toledo/deltaX=247424,Toledo/deltaX=247424,Toledo/deltaX=247424,Toledo/deltaX=247424
Tromble,1,small_group_lt5,0.0,0,1,0.0,0.0,0.0,0,0,399130,399130,399130,399130,399130,399130,1216334,1216334,1216334,1216334,1216334,1216334,0.05790231080611451,0.05790231080611451,0.05790231080611451,0.0,0,0.0,square:1,square,1.0,unsymmetric:1,unsymmetric,1.0,real:1,real,1.0,partially_pattern_symmetric:1,partially_pattern_symmetric,1.0,no:1,no,1.0,directed weighted graph:1,directed weighted graph,1.0,missing:1,missing,1.0,no:1,no,1.0,no:1,no,1.0,100k_to_1m:1,100k_to_1m,1.0,Tromble/language=399130,Tromble/language=399130,Tromble/language=399130,Tromble/language=399130,Tromble/language=1216334,Tromble/language=1216334,Tromble/language=1216334,Tromble/language=1216334
UTEP,3,small_group_lt5,0.0,0,1,0.95879,1.157565,1.157565,1,6,16129,65025,146689,16129,65025,146689,253009,1030225,3636643,253009,1030225,3636649,1.0,1,1.0,1.0,1,1.0,square:3,square,1.0,symmetric:3,symmetric,1.0,real:3,real,1.0,exact_numerical_or_hermitian:3,exact_numerical_or_hermitian,1.0,yes:3,yes,1.0,2D/3D problem:3,2D/3D problem,1.0,true:3,true,1.0,yes:3,yes,1.0,yes:3,yes,1.0,100k_to_1m:1; 10k_to_100k:2,10k_to_100k,0.666667,UTEP/Dubcova1=16129,UTEP/Dubcova3=146689,UTEP/Dubcova1=16129,UTEP/Dubcova3=146689,UTEP/Dubcova1=253009,UTEP/Dubcova3=3636643,UTEP/Dubcova1=253009,UTEP/Dubcova3=3636649
Um,2,small_group_lt5,0.0,0,1,0.408189,0.410876,0.410876,0,0,101492,180640.5,259789,101492,180640.5,259789,1647264,2944968.5,4242673,1647264,2944968.5,4242673,1.0,1,1.0,1.0,1,1.0,square:2,square,1.0,symmetric:2,symmetric,1.0,real:2,real,1.0,exact_numerical_or_hermitian:2,exact_numerical_or_hermitian,1.0,yes:2,yes,1.0,electromagnetics problem:2,electromagnetics problem,1.0,true:2,true,1.0,yes:2,yes,1.0,yes:2,yes,1.0,100k_to_1m:2,100k_to_1m,1.0,Um/2cubes_sphere=101492,Um/offshore=259789,Um/2cubes_sphere=101492,Um/offshore=259789,Um/2cubes_sphere=1647264,Um/offshore=4242673,Um/2cubes_sphere=1647264,Um/offshore=4242673
VDOL,91,homogeneous,0.0,0,1,2.270973,2.384904,2.384904,0,0,99,2513,18476,99,2513,18476,927,28757,224897,927,28757,224897,1.0,1,1.0,1.0,1,1.0,square:91,square,1.0,symmetric:91,symmetric,1.0,real:91,real,1.0,exact_numerical_or_hermitian:91,exact_numerical_or_hermitian,1.0,no:91,no,1.0,optimal control problem:91,optimal control problem,1.0,false:1; true:90,true,0.989011,no:91,no,1.0,no:91,no,1.0,10k_to_100k:13; 1k_to_10k:54; lt_1k:24,1k_to_10k,0.593407,VDOL/spaceStation_1=99,VDOL/lowThrust_13=18476,VDOL/spaceStation_1=99,VDOL/lowThrust_13=18476,VDOL/spaceStation_1=927,VDOL/lowThrust_13=224897,VDOL/spaceStation_1=927,VDOL/lowThrust_13=224897
VLSI,14,mixed_some_attributes,0.142857,2,2,2.386745,2.616323,2.616323,8,34910073,46994,741786,11449533,46994,741786,11449533,845089,18026852,349321980,845089,23860888.5,349321980,0.420954312323566,1,1.0,0.04200954350296261,0.1936182841296341,0.3018551635520223,square:14,square,1.0,unsymmetric:14,unsymmetric,1.0,real:14,real,1.0,partially_pattern_symmetric:6; pattern_symmetric_only:8,pattern_symmetric_only,0.571429,no:14,no,1.0,semiconductor device problem:8; semiconductor process problem:6,semiconductor device problem,0.571429,true:14,true,1.0,yes:14,yes,1.0,no:14,no,1.0,100k_to_1m:5; 10k_to_100k:2; ge_1m:7,ge_1m,0.5,VLSI/mosfet2=46994,VLSI/stokes=11449533,VLSI/mosfet2=46994,VLSI/stokes=11449533,VLSI/ss1=845089,VLSI/stokes=349321980,VLSI/ss1=845089,VLSI/stokes=349321980
VanVelzen,10,homogeneous,0.0,0,1,0.016534,0.584432,0.584529,5,2270,21982,22835,22835,21982,22835,22835,498771,981060,1915726,498771,981319,1916152,1.37377639453759e-05,0.15207874478358313,0.3593020610225873,0.0,1.447027227264308e-06,8.389455293641422e-06,square:10,square,1.0,unsymmetric:10,unsymmetric,1.0,real:10,real,1.0,partially_pattern_symmetric:10,partially_pattern_symmetric,1.0,no:10,no,1.0,chemical process simulation problem:10,chemical process simulation problem,1.0,true:10,true,1.0,no:10,no,1.0,no:10,no,1.0,10k_to_100k:10,10k_to_100k,1.0,VanVelzen/std1_Jac2_db=21982; VanVelzen/std1_Jac2=21982; VanVelzen/std1_Jac3_db=21982; VanVelzen/std1_Jac3=21982,VanVelzen/Zd_Jac2_db=22835; VanVelzen/Zd_Jac2=22835; VanVelzen/Zd_Jac3_db=22835; VanVelzen/Zd_Jac3=22835; VanVelzen/Zd_Jac6_db=22835; VanVelzen/Zd_Jac6=22835,VanVelzen/std1_Jac2_db=21982; VanVelzen/std1_Jac2=21982; VanVelzen/std1_Jac3_db=21982; VanVelzen/std1_Jac3=21982,VanVelzen/Zd_Jac2_db=22835; VanVelzen/Zd_Jac2=22835; VanVelzen/Zd_Jac3_db=22835; VanVelzen/Zd_Jac3=22835; VanVelzen/Zd_Jac6_db=22835; VanVelzen/Zd_Jac6=22835,VanVelzen/std1_Jac2_db=498771,VanVelzen/Zd_Jac3=1915726,VanVelzen/std1_Jac2_db=498771,VanVelzen/Zd_Jac3=1916152
Vavasis,1,small_group_lt5,0.0,0,1,0.0,0.0,0.0,0,0,41092,41092,41092,41092,41092,41092,1683902,1683902,1683902,1683902,1683902,1683902,0.0009359570219938022,0.0009359570219938022,0.0009359570219938022,0.0,0,0.0,square:1,square,1.0,unsymmetric:1,unsymmetric,1.0,real:1,real,1.0,partially_pattern_symmetric:1,partially_pattern_symmetric,1.0,no:1,no,1.0,2D/3D problem:1,2D/3D problem,1.0,true:1,true,1.0,yes:1,yes,1.0,no:1,no,1.0,10k_to_100k:1,10k_to_100k,1.0,Vavasis/av41092=41092,Vavasis/av41092=41092,Vavasis/av41092=41092,Vavasis/av41092=41092,Vavasis/av41092=1683902,Vavasis/av41092=1683902,Vavasis/av41092=1683902,Vavasis/av41092=1683902
Wang,6,mixed_some_attributes,0.111111,1,3,0.953261,0.96758,0.96758,0,0,2903,3169,26068,2903,3169,26068,19093,20841,177196,19093,20841,177196,1.0,1,1.0,0.0,0.4273151697055724,0.9780019059720457,square:6,square,1.0,unsymmetric:6,unsymmetric,1.0,real:6,real,1.0,pattern_symmetric_only:6,pattern_symmetric_only,1.0,no:6,no,1.0,semiconductor device problem:2; semiconductor device problem sequence:2; subsequent semiconductor device problem:2,semiconductor device problem,0.333333,true:6,true,1.0,yes:6,yes,1.0,no:6,no,1.0,10k_to_100k:2; 1k_to_10k:4,1k_to_10k,0.666667,Wang/wang1=2903; Wang/wang2=2903,Wang/wang4=26068,Wang/wang1=2903; Wang/wang2=2903,Wang/wang4=26068,Wang/wang1=19093; Wang/wang2=19093,Wang/wang4=177196,Wang/wang1=19093; Wang/wang2=19093,Wang/wang4=177196
Watson,2,small_group_lt5,0.0,0,1,0.443643,0.570464,0.577544,1,12300,40401,76306,112211,40401,76306,112211,201201,474766,748331,201201,480916,760631,1.0,1,1.0,0.0,0,0.0,square:2,square,1.0,unsymmetric:2,unsymmetric,1.0,real:2,real,1.0,pattern_symmetric_only:2,pattern_symmetric_only,1.0,no:2,no,1.0,2D/3D problem:2,2D/3D problem,1.0,true:2,true,1.0,yes:2,yes,1.0,no:2,no,1.0,100k_to_1m:1; 10k_to_100k:1,100k_to_1m,0.5,Watson/chem_master1=40401,Watson/Baumann=112211,Watson/chem_master1=40401,Watson/Baumann=112211,Watson/chem_master1=201201,Watson/Baumann=748331,Watson/chem_master1=201201,Watson/Baumann=760631
Williams,7,categorically_heterogeneous,0.309524,5,4,1.438698,0.673948,0.673948,0,0,36417,121192,1000005,36417,121192,1000005,1273389,3105536,6010480,1273389,3105536,6010480,0.0,1,1.0,0.0,1,1.0,square:7,square,1.0,symmetric:4; unsymmetric:3,symmetric,0.571429,integer:1; real:6,real,0.857143,exact_numerical_or_hermitian:4; partially_pattern_symmetric:2; pattern_unsymmetric:1,exact_numerical_or_hermitian,0.571429,no:4; yes:3,no,0.571429,2D/3D problem:4; economic problem:1; weighted directed graph:1; weighted undirected graph:1,2D/3D problem,0.571429,false:1; missing:2; true:4,true,0.571429,no:3; yes:4,yes,0.571429,no:4; yes:3,no,0.571429,100k_to_1m:3; 10k_to_100k:3; ge_1m:1,100k_to_1m,0.428571,Williams/pdb1HYS=36417,Williams/webbase-1M=1000005,Williams/pdb1HYS=36417,Williams/webbase-1M=1000005,Williams/mac_econ_fwd500=1273389,Williams/consph=6010480,Williams/mac_econ_fwd500=1273389,Williams/consph=6010480
Wissgott,1,small_group_lt5,0.0,0,1,0.0,0.0,0.0,0,0,525825,525825,525825,525825,525825,525825,3674625,3674625,3674625,3674625,3674625,3674625,1.0,1,1.0,1.0,1,1.0,square:1,square,1.0,symmetric:1,symmetric,1.0,real:1,real,1.0,exact_numerical_or_hermitian:1,exact_numerical_or_hermitian,1.0,yes:1,yes,1.0,computational fluid dynamics problem:1,computational fluid dynamics problem,1.0,true:1,true,1.0,yes:1,yes,1.0,yes:1,yes,1.0,100k_to_1m:1,100k_to_1m,1.0,Wissgott/parabolic_fem=525825,Wissgott/parabolic_fem=525825,Wissgott/parabolic_fem=525825,Wissgott/parabolic_fem=525825,Wissgott/parabolic_fem=3674625,Wissgott/parabolic_fem=3674625,Wissgott/parabolic_fem=3674625,Wissgott/parabolic_fem=3674625
YCheng,3,small_group_lt5,0.0,0,1,0.301,0.302956,0.302956,0,0,14318,26722,28634,11028,11028,11028,57376,102432,115262,57376,102432,115262,0.0,0,0.0,0.0,0,0.0,rectangular:3,rectangular,1.0,rectangular:3,rectangular,1.0,real:3,real,1.0,rectangular:3,rectangular,1.0,no:3,no,1.0,power network problem:3,power network problem,1.0,true:3,true,1.0,no:3,no,1.0,no:3,no,1.0,10k_to_100k:3,10k_to_100k,1.0,YCheng/psse1=14318,YCheng/psse2=28634,YCheng/psse0=11028; YCheng/psse1=11028; YCheng/psse2=11028,YCheng/psse0=11028; YCheng/psse1=11028; YCheng/psse2=11028,YCheng/psse1=57376,YCheng/psse2=115262,YCheng/psse1=57376,YCheng/psse2=115262
YZhou,1,small_group_lt5,0.0,0,1,0.0,0.0,0.0,0,0,1020,1020,1020,1020,1020,1020,5883,5883,5883,5883,5883,5883,0.4379791625712601,0.4379791625712601,0.4379791625712601,0.3727147631216827,0.3727147631216827,0.3727147631216827,square:1,square,1.0,unsymmetric:1,unsymmetric,1.0,real:1,real,1.0,partially_pattern_symmetric:1,partially_pattern_symmetric,1.0,no:1,no,1.0,circuit simulation problem:1,circuit simulation problem,1.0,true:1,true,1.0,no:1,no,1.0,no:1,no,1.0,1k_to_10k:1,1k_to_10k,1.0,YZhou/circuit204=1020,YZhou/circuit204=1020,YZhou/circuit204=1020,YZhou/circuit204=1020,YZhou/circuit204=5883,YZhou/circuit204=5883,YZhou/circuit204=5883,YZhou/circuit204=5883
Yoshiyasu,2,small_group_lt5,0.0,0,1,0.010953,0.079084,0.079084,0,0,234023,237011.5,240000,9393,64696.5,120000,711683,782756,853829,711683,782756,853829,0.0,0,0.0,0.0,0,0.0,rectangular:2,rectangular,1.0,rectangular:2,rectangular,1.0,real:2,real,1.0,rectangular:2,rectangular,1.0,no:2,no,1.0,computer graphics/vision problem:2,computer graphics/vision problem,1.0,true:2,true,1.0,yes:2,yes,1.0,no:2,no,1.0,100k_to_1m:2,100k_to_1m,1.0,Yoshiyasu/mesh_deform=234023,Yoshiyasu/image_interp=240000,Yoshiyasu/mesh_deform=9393,Yoshiyasu/image_interp=120000,Yoshiyasu/image_interp=711683,Yoshiyasu/mesh_deform=853829,Yoshiyasu/image_interp=711683,Yoshiyasu/mesh_deform=853829
Zaoui,1,small_group_lt5,0.0,0,1,0.0,0.0,0.0,1,1841302,2063494,2063494,2063494,2063494,2063494,2063494,12771361,12771361,12771361,14612663,14612663,14612663,1.0,1,1.0,1.0,1,1.0,square:1,square,1.0,symmetric:1,symmetric,1.0,real:1,real,1.0,exact_numerical_or_hermitian:1,exact_numerical_or_hermitian,1.0,no:1,no,1.0,optimization problem:1,optimization problem,1.0,true:1,true,1.0,no:1,no,1.0,no:1,no,1.0,ge_1m:1,ge_1m,1.0,Zaoui/kkt_power=2063494,Zaoui/kkt_power=2063494,Zaoui/kkt_power=2063494,Zaoui/kkt_power=2063494,Zaoui/kkt_power=12771361,Zaoui/kkt_power=12771361,Zaoui/kkt_power=14612663,Zaoui/kkt_power=14612663
Zhao,2,small_group_lt5,0.0,0,1,0.0,0.0,0.0,0,0,33861,33861,33861,33861,33861,33861,166453,166453,166453,166453,166453,166453,0.9224990949680222,0.9224990949680222,0.9224990949680222,0.0,0,0.0,square:2,square,1.0,unsymmetric:2,unsymmetric,1.0,real:2,real,1.0,partially_pattern_symmetric:2,partially_pattern_symmetric,1.0,no:2,no,1.0,electromagnetics problem:2,electromagnetics problem,1.0,true:2,true,1.0,yes:2,yes,1.0,no:2,no,1.0,10k_to_100k:2,10k_to_100k,1.0,Zhao/Zhao1=33861; Zhao/Zhao2=33861,Zhao/Zhao1=33861; Zhao/Zhao2=33861,Zhao/Zhao1=33861; Zhao/Zhao2=33861,Zhao/Zhao1=33861; Zhao/Zhao2=33861,Zhao/Zhao1=166453; Zhao/Zhao2=166453,Zhao/Zhao1=166453; Zhao/Zhao2=166453,Zhao/Zhao1=166453; Zhao/Zhao2=166453,Zhao/Zhao1=166453; Zhao/Zhao2=166453
Zitney,8,mixed_some_attributes,0.041667,1,2,0.70457,0.935,0.917952,5,3211,1048,3017.5,5308,1048,3017.5,5308,10965,22636,94408,11404,23752,94408,0.003859310586790632,0.024917542604827172,0.1404154186743065,0.0,0,0.0006197432492253209,square:8,square,1.0,unsymmetric:8,unsymmetric,1.0,real:8,real,1.0,partially_pattern_symmetric:8,partially_pattern_symmetric,1.0,no:8,no,1.0,chemical process simulation problem:6; chemical process simulation problem sequence:2,chemical process simulation problem,0.75,true:8,true,1.0,no:8,no,1.0,no:8,no,1.0,1k_to_10k:8,1k_to_10k,1.0,Zitney/radfr1=1048,Zitney/hydr1=5308; Zitney/hydr1c=5308,Zitney/radfr1=1048,Zitney/hydr1=5308; Zitney/hydr1c=5308,Zitney/extr1b=10965,Zitney/rdist1=94408,Zitney/extr1b=11404,Zitney/rdist1=94408
vanHeukelum,13,type_homogeneous_size_diverse,0.0,0,1,6.013247,6.717756,6.717756,0,0,5,3534,5154859,5,3534,5154859,19,41594,99199551,19,41594,99199551,1.0,1,1.0,0.0,0.1535470310036784,0.2131193964673732,square:13,square,1.0,unsymmetric:13,unsymmetric,1.0,real:13,real,1.0,pattern_symmetric_only:13,pattern_symmetric_only,1.0,no:13,no,1.0,directed weighted graph:13,directed weighted graph,1.0,missing:12; true:1,missing,0.923077,no:13,no,1.0,no:13,no,1.0,100k_to_1m:2; 10k_to_100k:2; 1k_to_10k:2; ge_1m:2; lt_1k:5,lt_1k,0.384615,vanHeukelum/cage3=5,vanHeukelum/cage15=5154859,vanHeukelum/cage3=5,vanHeukelum/cage15=5154859,vanHeukelum/cage3=19,vanHeukelum/cage15=99199551,vanHeukelum/cage3=19,vanHeukelum/cage15=99199551
